id,customer_id,first_name,last_name,age,email,phone,city,salary,transaction_id,product,quantity,price,total_amount,transaction_date
52,CUST00052,Joko,Siregar,29,joko.siregar52@email.com,08270921878,Bandar Lampung,5992787.54,TRX000052,Drone,1,7383844.38,7383844.38,2025-01-15
53,CUST00053,Oki,Maulana,20,oki.maulana53@email.com,08337677474,Malang,3765910.9,TRX000053,Keyboard,1,9400175.61,9400175.61,2025-03-24
54,CUST00054,Sari,Gunawan,54,sari.gunawan54@email.com,08975190910,Pekanbaru,12265683.04,TRX000054,Laptop,1,11970268.79,11970268.79,2024-11-12
55,CUST00055,Budi,Jaya,42,budi.jaya55@email.com,08669398168,Tangerang,9384780.92,TRX000055,Harddisk,4,3157797.36,12631189.44,2025-03-13
56,CUST00056,Dewi,Irawan,57,dewi.irawan56@email.com,08899553824,Cirebon,8518795.88,TRX000056,Printer,3,1229515.49,3688546.47,2025-10-10
57,CUST00057,Oki,Nugroho,50,oki.nugroho57@email.com,08952967084,Balikpapan,14900136.8,TRX000057,Keyboard,1,13700816.84,13700816.84,2025-02-10
58,CUST00058,Hadi,Putri,28,hadi.putri58@email.com,08977617977,Jakarta,12679435.14,TRX000058,Powerbank,1,8975557.76,8975557.76,2024-12-03
59,CUST00059,Hadi,Putri,39,hadi.putri59@email.com,08362361609,Medan,12490009.69,TRX000059,Webcam,4,9040571.79,36162287.16,2025-09-11
60,CUST00060,Kartika,Siregar,19,kartika.siregar60@email.com,08948283685,Jakarta,6330192.94,TRX000060,Smartphone,2,7070166.16,14140332.32,2025-10-07
61,CUST00061,Ahmad,Rahman,36,ahmad.rahman61@email.com,08751237045,Denpasar,10934157.76,TRX000061,Webcam,2,7076801.99,14153603.98,2025-06-09
62,CUST00062,Lina,Kusuma,50,lina.kusuma62@email.com,08548399132,Surabaya,3462769.43,TRX000062,Camera,1,13859123.01,13859123.01,2025-04-12
63,CUST00063,Hadi,Irawan,58,hadi.irawan63@email.com,08157413151,Bandar Lampung,6879203.81,TRX000063,Powerbank,3,6514837.69,19544513.07,2025-04-17
64,CUST00064,Budi,Pratiwi,58,budi.pratiwi64@email.com,08583159292,Malang,4196890.92,TRX000064,Webcam,3,14383599.18,43150797.54,2025-03-02
65,CUST00065,Fajar,Hidayat,54,fajar.hidayat65@email.com,08189653176,Surabaya,4579009.38,TRX000065,Laptop,2,10247199.61,20494399.22,2024-12-01
66,CUST00066,Budi,Maulana,65,budi.maulana66@email.com,08988348990,Medan,8272529.58,TRX000066,Headphone,2,2684332.35,5368664.7,2025-07-10
67,CUST00067,Gita,Nugroho,20,gita.nugroho67@email.com,08719768568,Balikpapan,14606635.21,TRX000067,Scanner,4,10132486.86,40529947.44,2025-10-11
68,CUST00068,Dewi,Nugroho,45,dewi.nugroho68@email.com,08481248375,Malang,13386827.43,TRX000068,Scanner,5,3269758.08,16348790.4,2025-02-18
69,CUST00069,Ahmad,Lesmana,36,ahmad.lesmana69@email.com,08950318721,Manado,3092127.99,TRX000069,Microphone,3,4457241.91,13371725.73,2025-06-12
70,CUST00070,Rina,Kurniawan,20,rina.kurniawan70@email.com,08724444928,Balikpapan,3494287.39,TRX000070,SSD,5,14279253.74,71396268.7,2025-05-27
71,CUST00071,Oki,Halim,41,oki.halim71@email.com,08230420363,Palembang,11774498.32,TRX000071,Microphone,1,9975927.02,9975927.02,2025-05-31
72,CUST00072,Putri,Gunawan,39,putri.gunawan72@email.com,08981550827,Semarang,13137844.17,TRX000072,Scanner,4,8235544.23,32942176.92,2024-11-26
73,CUST00073,Oki,Irawan,50,oki.irawan73@email.com,08410191140,Semarang,7289885.21,TRX000073,Harddisk,3,9734990.62,29204971.86,2025-05-20
74,CUST00074,Gita,Maulana,35,gita.maulana74@email.com,08427080902,Manado,8982741.15,TRX000074,Harddisk,3,11791884.99,35375654.97,2025-05-05
75,CUST00075,Kartika,Purnama,40,kartika.purnama75@email.com,08673934056,Balikpapan,13737607.68,TRX000075,Scanner,4,4602324.1,18409296.4,2025-07-16
76,CUST00076,Kartika,Irawan,26,kartika.irawan76@email.com,08777091252,Batam,8397363.42,TRX000076,Harddisk,4,3487762.18,13951048.72,2025-03-11
77,CUST00077,Sari,Rahman,45,sari.rahman77@email.com,08874782806,Pekanbaru,7304414.54,TRX000077,Webcam,2,12575976.03,25151952.06,2024-11-07
78,CUST00078,Hadi,Purnama,23,hadi.purnama78@email.com,08666005059,Medan,6947940.33,TRX000078,Speaker,5,5466667.83,27333339.15,2025-10-27
79,CUST00079,Ahmad,Irawan,41,ahmad.irawan79@email.com,08192551632,Denpasar,11967797.21,TRX000079,Mouse,3,10873090.69,32619272.07,2024-11-13
80,CUST00080,Hadi,Wijaya,36,hadi.wijaya80@email.com,08255141209,Yogyakarta,10727516.97,TRX000080,Webcam,1,9014427.98,9014427.98,2025-06-19
81,CUST00081,Wati,Maulana,47,wati.maulana81@email.com,08680335596,Makassar,7738662.2,TRX000081,Monitor,3,8453896.02,25361688.06,2024-11-11
82,CUST00082,Tono,Nasution,38,tono.nasution82@email.com,08247190975,Semarang,5948918.67,TRX000082,Tablet,3,12604191.29,37812573.87,2025-05-16
83,CUST00083,Fajar,Siregar,32,fajar.siregar83@email.com,08241314516,Balikpapan,11757930.27,TRX000083,Printer,1,5111125.75,5111125.75,2024-11-28
84,CUST00084,Wati,Wijaya,64,wati.wijaya84@email.com,08928998508,Manado,14705034.03,TRX000084,Harddisk,3,12635797.35,37907392.05,2024-11-22
85,CUST00085,Citra,Hidayat,26,citra.hidayat85@email.com,08663261283,Manado,14956178.66,TRX000085,Smartwatch,4,12388904.98,49555619.92,2025-01-19
86,CUST00086,Eko,Oktaviani,24,eko.oktaviani86@email.com,08192190601,Batam,12382070.68,TRX000086,Headphone,5,3092019.21,15460096.05,2025-10-18
87,CUST00087,Nina,Rahman,31,nina.rahman87@email.com,08330398177,Yogyakarta,3236645.71,TRX000087,Laptop,5,2390059.14,11950295.7,2024-11-23
88,CUST00088,Sari,Purnama,62,sari.purnama88@email.com,08103564495,Malang,5112186.06,TRX000088,Router,5,11852712.15,59263560.75,2024-12-06
89,CUST00089,Ahmad,Irawan,25,ahmad.irawan89@email.com,08547598807,Pekanbaru,7588818.38,TRX000089,Harddisk,4,10584438.62,42337754.48,2025-09-29
90,CUST00090,Gita,Siregar,32,gita.siregar90@email.com,08110568587,Palembang,7163291.63,TRX000090,Microphone,5,8462020.37,42310101.85,2025-10-20
91,CUST00091,Nina,Santoso,24,nina.santoso91@email.com,08715322666,Tangerang,6106224.88,TRX000091,Keyboard,5,8076637.89,40383189.45,2025-07-23
92,CUST00092,Tono,Hidayat,64,tono.hidayat92@email.com,08937454000,Tangerang,8343870.33,TRX000092,Projector,5,8843704.66,44218523.3,2024-12-29
93,CUST00093,Indra,Jaya,58,indra.jaya93@email.com,08510217173,Batam,11876290.92,TRX000093,Router,5,6123375.43,30616877.15,2025-09-22
94,CUST00094,Budi,Maulana,23,budi.maulana94@email.com,08761248499,Cirebon,12062556.54,TRX000094,Scanner,3,7230936.59,21692809.77,2025-07-01
95,CUST00095,Lina,Purnama,37,lina.purnama95@email.com,08566609597,Bandung,4735500.35,TRX000095,Harddisk,1,1469552.01,1469552.01,2025-09-01
96,CUST00096,Lina,Pratiwi,21,lina.pratiwi96@email.com,08266070190,Bandung,6032367.37,TRX000096,Printer,5,9860810.49,49304052.45,2025-04-05
97,CUST00097,Lina,Siregar,23,lina.siregar97@email.com,08234062319,Malang,11700188.59,TRX000097,Mouse,2,9291905.32,18583810.64,2025-05-14
98,CUST00098,Oki,Santoso,47,oki.santoso98@email.com,08540717269,Solo,3565210.31,TRX000098,Printer,4,11167098.8,44668395.2,2025-02-10
99,CUST00099,Maya,Gunawan,19,maya.gunawan99@email.com,08703594072,Bandung,9085317.16,TRX000099,SSD,1,9092004.67,9092004.67,2025-01-10
100,CUST00100,Nina,Putri,64,nina.putri100@email.com,08426340139,Bandung,3284140.09,TRX000100,Laptop,4,11898348.76,47593395.04,2024-12-18
101,CUST00101,Fajar,Nasution,29,fajar.nasution101@email.com,08868395275,Manado,13522151.76,TRX000101,Camera,3,2246849.34,6740548.02,2025-08-28
102,CUST00102,Putri,Maulana,51,putri.maulana102@email.com,08995395373,Manado,8431804.08,TRX000102,Tablet,5,3048316.57,15241582.85,2024-12-14
103,CUST00103,Dewi,Wijaya,35,dewi.wijaya103@email.com,08995730851,Surabaya,4855816.62,TRX000103,Printer,1,14797789.22,14797789.22,2025-09-28
104,CUST00104,Fajar,Sari,39,fajar.sari104@email.com,08304312041,Palembang,4972528.5,TRX000104,Harddisk,1,14853553.29,14853553.29,2025-04-15
105,CUST00105,Oki,Purnama,33,oki.purnama105@email.com,08152039886,Denpasar,11032953.83,TRX000105,Headphone,4,10870919.79,43483679.16,2025-03-23
106,CUST00106,Budi,Pratiwi,41,budi.pratiwi106@email.com,08884388052,Denpasar,9949666.34,TRX000106,Router,1,10575832.26,10575832.26,2024-12-25
107,CUST00107,Gita,Halim,51,gita.halim107@email.com,08953420464,Bandar Lampung,4531496.1,TRX000107,Smartphone,5,6830490.91,34152454.55,2025-03-17
108,CUST00108,Oki,Hidayat,60,oki.hidayat108@email.com,08890833506,Manado,5382377.47,TRX000108,Webcam,4,7690621.11,30762484.44,2025-09-30
109,CUST00109,Citra,Maulana,34,citra.maulana109@email.com,08370111258,Surabaya,11870294.89,TRX000109,Speaker,1,6184847.05,6184847.05,2025-07-05
110,CUST00110,Nina,Irawan,35,nina.irawan110@email.com,08494766693,Solo,6068702.47,TRX000110,Speaker,4,13376866.11,53507464.44,2025-04-14
111,CUST00111,Nina,Wijaya,31,nina.wijaya111@email.com,08127935683,Bandung,8674334.75,TRX000111,Camera,4,3226084.45,12904337.8,2025-07-04
112,CUST00112,Tono,Nasution,61,tono.nasution112@email.com,08154879126,Solo,8366633.69,TRX000112,Microphone,4,12713500.51,50854002.04,2025-04-17
113,CUST00113,Joko,Oktaviani,63,joko.oktaviani113@email.com,08144622710,Surabaya,11573800.21,TRX000113,Keyboard,5,3655701.47,18278507.35,2024-12-13
114,CUST00114,Wati,Kusuma,40,wati.kusuma114@email.com,08564864635,Denpasar,9632725.19,TRX000114,Monitor,1,12355224.52,12355224.52,2025-01-26
115,CUST00115,Sari,Irawan,65,sari.irawan115@email.com,08931158390,Bogor,8492252.09,TRX000115,Smartwatch,2,1527830.54,3055661.08,2025-08-18
116,CUST00116,Budi,Sari,52,budi.sari116@email.com,08946422833,Semarang,8734648.24,TRX000116,SSD,1,4050668.83,4050668.83,2025-06-15
117,CUST00117,Maya,Gunawan,42,maya.gunawan117@email.com,08197562152,Denpasar,14604010.78,TRX000117,Webcam,5,13537753.63,67688768.15,2024-12-27
118,CUST00118,Rina,Jaya,33,rina.jaya118@email.com,08500698663,Balikpapan,7388713.14,TRX000118,Printer,3,10524547.96,31573643.88,2025-07-21
119,CUST00119,Budi,Halim,64,budi.halim119@email.com,08209052740,Makassar,12799697.59,TRX000119,Drone,2,3732400.66,7464801.32,2024-11-05
120,CUST00120,Putri,Nugroho,39,putri.nugroho120@email.com,08679694910,Denpasar,13165759.48,TRX000120,Smartphone,3,13670179.63,41010538.89,2025-04-25
121,CUST00121,Citra,Lesmana,64,citra.lesmana121@email.com,08856314566,Surabaya,7459650.5,TRX000121,Harddisk,2,10107371.52,20214743.04,2025-06-13
122,CUST00122,Indra,Nasution,18,indra.nasution122@email.com,08313881834,Bandung,4435026.78,TRX000122,Router,2,11397838.7,22795677.4,2025-10-16
123,CUST00123,Rina,Nugroho,64,rina.nugroho123@email.com,08132490105,Bandar Lampung,3497264.36,TRX000123,SSD,5,7136646.43,35683232.15,2025-06-16
124,CUST00124,Dewi,Nasution,31,dewi.nasution124@email.com,08711639436,Cirebon,7721927.23,TRX000124,Projector,4,13589532.6,54358130.4,2025-06-21
125,CUST00125,Ahmad,Maulana,61,ahmad.maulana125@email.com,08782988896,Manado,8116194.75,TRX000125,Microphone,1,14884572.2,14884572.2,2025-01-01
126,CUST00126,Fajar,Santoso,44,fajar.santoso126@email.com,08870970237,Makassar,11343007.3,TRX000126,Microphone,4,9442441.92,37769767.68,2025-08-02
127,CUST00127,Wati,Santoso,62,wati.santoso127@email.com,08237874002,Denpasar,11091660.32,TRX000127,Smartwatch,3,11737658.84,35212976.52,2025-06-19
128,CUST00128,Gita,Oktaviani,46,gita.oktaviani128@email.com,08581643000,Makassar,14736004.8,TRX000128,Smartwatch,3,7244269.5,21732808.5,2025-02-24
129,CUST00129,Rina,Hidayat,49,rina.hidayat129@email.com,08623153131,Tangerang,11901180.06,TRX000129,Headphone,3,13741130.23,41223390.69,2025-07-18
130,CUST00130,Budi,Sari,40,budi.sari130@email.com,08441869829,Makassar,5943781.26,TRX000130,Projector,5,8849224.65,44246123.25,2024-11-04
131,CUST00131,Hadi,Jaya,25,hadi.jaya131@email.com,08603475727,Semarang,7608925.33,TRX000131,Smartphone,3,12015827.24,36047481.72,2025-03-04
132,CUST00132,Rina,Santoso,43,rina.santoso132@email.com,08768031017,Bandung,4389872.64,TRX000132,Headphone,5,8243667.61,41218338.05,2025-06-03
133,CUST00133,Rina,Rahman,42,rina.rahman133@email.com,08742411636,Makassar,14502663.71,TRX000133,Harddisk,2,7089576.76,14179153.52,2025-10-31
134,CUST00134,Tono,Nugroho,37,tono.nugroho134@email.com,08202125819,Medan,11679326.03,TRX000134,Scanner,2,10698288.45,21396576.9,2025-03-19
135,CUST00135,Eko,Santoso,62,eko.santoso135@email.com,08735163315,Surabaya,9227242.38,TRX000135,Tablet,2,3752643.9,7505287.8,2025-08-06
136,CUST00136,Nina,Hidayat,26,nina.hidayat136@email.com,08938465474,Makassar,7037411.46,TRX000136,Drone,4,12410573.81,49642295.24,2025-01-31
137,CUST00137,Nina,Gunawan,31,nina.gunawan137@email.com,08765843176,Makassar,5474182.38,TRX000137,Camera,4,2330540.91,9322163.64,2025-06-26
138,CUST00138,Indra,Nugroho,48,indra.nugroho138@email.com,08818349740,Medan,12450833.5,TRX000138,Monitor,5,7029721.81,35148609.05,2025-08-03
139,CUST00139,Dewi,Jaya,30,dewi.jaya139@email.com,08434317695,Bandung,13364422.42,TRX000139,Keyboard,1,6824312.27,6824312.27,2024-11-15
140,CUST00140,Hadi,Siregar,22,hadi.siregar140@email.com,08797495007,Medan,11155895.31,TRX000140,Printer,5,10340380.34,51701901.7,2025-01-22
141,CUST00141,Kartika,Maulana,53,kartika.maulana141@email.com,08605872133,Malang,10322926.0,TRX000141,Printer,4,2812883.67,11251534.68,2025-10-02
142,CUST00142,Rina,Purnama,57,rina.purnama142@email.com,08868784102,Tangerang,4917411.99,TRX000142,Drone,5,9717267.18,48586335.9,2025-06-11
143,CUST00143,Fajar,Hidayat,49,fajar.hidayat143@email.com,08591841818,Denpasar,4990107.01,TRX000143,Keyboard,4,8129187.34,32516749.36,2024-12-22
144,CUST00144,Joko,Hidayat,65,joko.hidayat144@email.com,08484955148,Malang,5453858.84,TRX000144,Mouse,5,3221023.32,16105116.6,2025-05-08
145,CUST00145,Dewi,Purnama,47,dewi.purnama145@email.com,08820218265,Manado,4159104.15,TRX000145,Laptop,4,12774329.46,51097317.84,2025-10-14
146,CUST00146,Eko,Siregar,32,eko.siregar146@email.com,08780758202,Semarang,8289546.82,TRX000146,Speaker,3,4309496.64,12928489.92,2025-06-16
147,CUST00147,Fajar,Hidayat,37,fajar.hidayat147@email.com,08402704762,Tangerang,3905367.26,TRX000147,Router,4,6522799.12,26091196.48,2025-10-15
148,CUST00148,Kartika,Gunawan,43,kartika.gunawan148@email.com,08474942505,Bandung,6279812.93,TRX000148,Camera,5,10281210.77,51406053.85,2025-01-31
149,CUST00149,Citra,Putri,29,citra.putri149@email.com,08198164008,Cirebon,11640696.04,TRX000149,Microphone,2,6912235.55,13824471.1,2025-05-04
150,CUST00150,Tono,Kurniawan,23,tono.kurniawan150@email.com,08941937109,Palembang,3233494.01,TRX000150,Speaker,4,7977277.51,31909110.04,2024-11-10
151,CUST00151,Hadi,Maulana,61,hadi.maulana151@email.com,08159149943,Tangerang,8266090.58,TRX000151,Speaker,1,664794.33,664794.33,2025-04-08
152,CUST00152,Wati,Halim,27,wati.halim152@email.com,08759833712,Bandung,6518507.32,TRX000152,SSD,5,10137616.1,50688080.5,2024-12-03
153,CUST00153,Oki,Gunawan,33,oki.gunawan153@email.com,08446016275,Pekanbaru,6067366.78,TRX000153,Laptop,3,5841167.79,17523503.37,2025-09-15
154,CUST00154,Nina,Oktaviani,52,nina.oktaviani154@email.com,08691565164,Bandung,3572784.24,TRX000154,SSD,2,658710.28,1317420.56,2025-05-24
155,CUST00155,Wati,Halim,61,wati.halim155@email.com,08913404690,Denpasar,13255787.25,TRX000155,Camera,3,1600923.0,4802769.0,2025-02-15
156,CUST00156,Citra,Wijaya,30,citra.wijaya156@email.com,08432626376,Manado,12651319.32,TRX000156,Powerbank,5,10970112.35,54850561.75,2025-05-30
157,CUST00157,Sari,Halim,38,sari.halim157@email.com,08686933642,Cirebon,14854346.09,TRX000157,Microphone,3,4902636.22,14707908.66,2025-01-21
158,CUST00158,Oki,Irawan,38,oki.irawan158@email.com,08919591017,Bandar Lampung,5468401.34,TRX000158,Projector,3,13246830.14,39740490.42,2025-09-01
159,CUST00159,Tono,Hidayat,26,tono.hidayat159@email.com,08764776221,Pekanbaru,10705298.1,TRX000159,Monitor,1,12758021.99,12758021.99,2025-09-17
160,CUST00160,Sari,Halim,39,sari.halim160@email.com,08125951736,Medan,10665111.67,TRX000160,Headphone,5,7160848.64,35804243.2,2025-03-22
161,CUST00161,Wati,Siregar,44,wati.siregar161@email.com,08615167116,Manado,7215956.8,TRX000161,Tablet,4,11436950.08,45747800.32,2025-05-04
162,CUST00162,Indra,Rahman,36,indra.rahman162@email.com,08972757653,Surabaya,4344973.94,TRX000162,Webcam,1,6345630.17,6345630.17,2025-04-09
163,CUST00163,Hadi,Gunawan,57,hadi.gunawan163@email.com,08658858481,Palembang,11121015.66,TRX000163,Projector,3,5856726.92,17570180.76,2025-03-05
164,CUST00164,Putri,Nugroho,35,putri.nugroho164@email.com,08716806246,Semarang,7507674.0,TRX000164,Harddisk,4,11324152.75,45296611.0,2025-01-21
165,CUST00165,Oki,Oktaviani,31,oki.oktaviani165@email.com,08187617634,Solo,12890377.53,TRX000165,Microphone,4,1585637.67,6342550.68,2025-01-31
166,CUST00166,Dewi,Jaya,29,dewi.jaya166@email.com,08583820673,Tangerang,8986231.0,TRX000166,Harddisk,3,11430828.7,34292486.1,2025-02-19
167,CUST00167,Tono,Nugroho,31,tono.nugroho167@email.com,08939966739,Bogor,4602234.96,TRX000167,Monitor,4,5944814.13,23779256.52,2024-12-20
168,CUST00168,Rina,Purnama,50,rina.purnama168@email.com,08677568020,Bogor,8813951.74,TRX000168,Keyboard,2,8714219.49,17428438.98,2025-05-01
169,CUST00169,Wati,Maulana,51,wati.maulana169@email.com,08277415835,Palembang,5551189.73,TRX000169,SSD,5,1311468.91,6557344.55,2025-02-18
170,CUST00170,Eko,Irawan,38,eko.irawan170@email.com,08753212882,Pekanbaru,7279384.11,TRX000170,Projector,5,1996143.48,9980717.4,2025-04-17
171,CUST00171,Kartika,Halim,27,kartika.halim171@email.com,08214384334,Palembang,5390245.56,TRX000171,Speaker,2,8413327.53,16826655.06,2024-11-19
172,CUST00172,Sari,Halim,41,sari.halim172@email.com,08454855935,Bekasi,8103748.2,TRX000172,Smartphone,5,13765352.55,68826762.75,2025-05-22
